keyword,rank,org_id,tbl_id,table_name,stat_name,org_name,start_period,end_period,vw_cd,list_id,official_url
1인가구,14,405,DT_405001_H185,단독가입상품 제공사업자,한국미디어패널조사,정보통신정책연구원,2021,2025,MT_ZTITLE,N1_34_001_001_003_001,https://kosis.kr/statHtml/statHtml.do?orgId=405&tblId=DT_405001_H185&conn_path=I2
1인가구,15,154,DT_154001_24AA009600,1인 가구가 되기 전 함께 살았던 사람,가족실태조사,성평등가족부,2023,2023,MT_ZTITLE,B_1_002_009,https://kosis.kr/statHtml/statHtml.do?orgId=154&tblId=DT_154001_24AA009600&conn_path=I2
1인가구,16,154,DT_154001_24AA009700,1인 가구로 생활하는 주된 이유,가족실태조사,성평등가족부,2023,2023,MT_ZTITLE,B_1_002_009,https://kosis.kr/statHtml/statHtml.do?orgId=154&tblId=DT_154001_24AA009700&conn_path=I2
1인가구,17,154,DT_154001_24AA009500,1인 가구로 생활한 기간,가족실태조사,성평등가족부,2023,2023,MT_ZTITLE,B_1_002_009,https://kosis.kr/statHtml/statHtml.do?orgId=154&tblId=DT_154001_24AA009500&conn_path=I2
1인가구,18,154,DT_154001_24AA010700,1인 가구의 어려움에 대한 동의 정도,가족실태조사,성평등가족부,2023,2023,MT_ZTITLE,B_1_002_009,https://kosis.kr/statHtml/statHtml.do?orgId=154&tblId=DT_154001_24AA010700&conn_path=I2
1인가구,19,154,DT_154001_24AA009400,1인 가구의 특성,가족실태조사,성평등가족부,2023,2023,MT_ZTITLE,B_1_002_009,https://kosis.kr/statHtml/statHtml.do?orgId=154&tblId=DT_154001_24AA009400&conn_path=I2
1인가구,20,405,DT_405001_H175,가구 내 미디어 이용 제한 강제 정도,한국미디어패널조사,정보통신정책연구원,2021,2025,MT_ZTITLE,N1_34_001_001_004_001,https://kosis.kr/statHtml/statHtml.do?orgId=405&tblId=DT_405001_H175&conn_path=I2
1인 가구,1,101,DT_1ES4I001S,1인 취업가구 현황,지역별고용조사,국가데이터처,2015,2025,MT_ZTITLE,B19_B19_EQ3,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1ES4I001S&conn_path=I2
1인 가구,2,101,DT_1PL1509,"성, 연령 및 거처의 종류별 1인가구 - 시군구",인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_30,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1PL1509&conn_path=I2
1인 가구,3,101,DT_1ES4I007S,시도별 1인 취업가구,지역별고용조사,국가데이터처,2015,2025,MT_ZTITLE,B19_B19_EQ3,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1ES4I007S&conn_path=I2
1인 가구,4,101,DT_1PL1501,성 및 거처의 종류별 1인가구 - 시군구,인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_30,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1PL1501&conn_path=I2
1인 가구,5,101,DT_1PL1502,성 및 연령별 1인가구 - 시군구,인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_30,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1PL1502&conn_path=I2
1인 가구,6,101,DT_1L9U127,"가구원수별 가구당 월평균 가계수지 (도시,1인이상)",가계동향조사,국가데이터처,2019,2026,MT_ZTITLE,E_2_002_001_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U127&conn_path=I2
1인 가구,7,101,DT_1L9U140,"가구원수별 가구당 월평균 가계수지 (도시,1인이상,실질)",가계동향조사,국가데이터처,2019,2026,MT_ZTITLE,E_2_002_001_004,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U140&conn_path=I2
1인 가구,8,101,DT_1L9U105,"가구원수별 가구당 월평균 가계수지 (전국,1인이상)",가계동향조사,국가데이터처,2019,2026,MT_ZTITLE,E_2_002_001_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U105&conn_path=I2
1인 가구,9,101,DT_1L9U119,"가구원수별 가구당 월평균 가계수지 (전국,1인이상,실질)",가계동향조사,국가데이터처,2019,2026,MT_ZTITLE,E_2_002_001_003,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U119&conn_path=I2
1인 가구,10,101,DT_1L9U134,"미혼자녀수별 가구당 월평균 가계수지 (도시,1인이상)",가계동향조사,국가데이터처,2019,2026,MT_ZTITLE,E_2_002_001_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U134&conn_path=I2
1인 가구,11,101,DT_1L9U112,"미혼자녀수별 가구당 월평균 가계수지 (전국,1인이상)",가계동향조사,국가데이터처,2019,2026,MT_ZTITLE,E_2_002_001_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U112&conn_path=I2
1인 가구,12,101,DT_1L9U027,"가구원수별 가구당 월평균 가계수지 (도시,1인이상)",가계동향조사,국가데이터처,2019,2024,MT_ZTITLE,G_A_10_003_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U027&conn_path=I2
1인 가구,13,101,DT_1L9U040,"가구원수별 가구당 월평균 가계수지 (도시,1인이상,실질)",가계동향조사,국가데이터처,2019,2024,MT_ZTITLE,G_A_10_003_004,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U040&conn_path=I2
1인 가구,14,101,DT_1L9U005,"가구원수별 가구당 월평균 가계수지 (전국,1인이상)",가계동향조사,국가데이터처,2019,2024,MT_ZTITLE,G_A_10_003_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U005&conn_path=I2
1인 가구,15,101,DT_1L9U019,"가구원수별 가구당 월평균 가계수지 (전국,1인이상,실질)",가계동향조사,국가데이터처,2019,2024,MT_ZTITLE,G_A_10_003_003,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U019&conn_path=I2
1인 가구,16,101,DT_1L9U034,"미혼자녀수별 가구당 월평균 가계수지 (도시,1인이상)",가계동향조사,국가데이터처,2019,2024,MT_ZTITLE,G_A_10_003_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U034&conn_path=I2
1인 가구,17,101,DT_1L9U012,"미혼자녀수별 가구당 월평균 가계수지 (전국,1인이상)",가계동향조사,국가데이터처,2019,2024,MT_ZTITLE,G_A_10_003_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U012&conn_path=I2
1인 가구,18,154,DT_154001_24AA011400,1인 가구 지원 정책,가족실태조사,성평등가족부,2023,2023,MT_ZTITLE,B_1_002_009,https://kosis.kr/statHtml/statHtml.do?orgId=154&tblId=DT_154001_24AA011400&conn_path=I2
1인 가구,19,101,DT_1L9U137,"가구구성별 가구당 월평균 가계수지 (도시,1인이상)",가계동향조사,국가데이터처,2019,2026,MT_ZTITLE,E_2_002_001_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U137&conn_path=I2
1인 가구,20,101,DT_1L9U115,"가구구성별 가구당 월평균 가계수지 (전국,1인이상)",가계동향조사,국가데이터처,2019,2026,MT_ZTITLE,E_2_002_001_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1L9U115&conn_path=I2
성 및 연령별 1인가구,1,101,DT_1PL1502,성 및 연령별 1인가구 - 시군구,인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_30,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1PL1502&conn_path=I2
성 및 연령별 1인가구,2,101,DT_1PL1509,"성, 연령 및 거처의 종류별 1인가구 - 시군구",인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_30,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1PL1509&conn_path=I2
성 및 연령별 1인가구,3,101,DT_1PL2011,"현 거주지, 성, 연령 및 1년 전 거주지별 1인가구(1세이상) - 시군구",인구총조사,국가데이터처,2020,2024,MT_ZTITLE,A12_2015_1_10_30,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1PL2011&conn_path=I2
성 및 연령별 1인가구,4,101,DT_1JC1517,"가구주의 성, 연령 및 세대구성별 가구(일반가구) - 시군구",인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JC1517&conn_path=I2
성 및 연령별 1인가구,5,101,DT_1JC1514,"가구주의 성, 연령 및 거처의 종류별 가구(일반가구) - 시군구",인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JC1514&conn_path=I2
성 및 연령별 1인가구,6,101,DT_1B26009,전출지/전입지(시도)/성/연령(5세)별 1인 이동건수,국내인구이동통계,국가데이터처,2001,2026,MT_ZTITLE,A34_2,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B26009&conn_path=I2
성 및 연령별 1인가구,7,101,DT_1JC1511,가구주의 연령 및 가구원수별 가구(일반가구) - 시군구,인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JC1511&conn_path=I2
성 및 연령별 1인가구,8,101,DT_1JC1501,"가구형태별 가구 및 가구원 - 읍면동(연도 끝자리 0, 5), 시군구(그 외 연도)",인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JC1501&conn_path=I2
성 및 연령별 1인가구,9,101,DT_1JC1516,세대구성 및 가구원수별 가구(일반가구) - 시군구,인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JC1516&conn_path=I2
성 및 연령별 1인가구,10,101,DT_1JC1515,세대구성별 가구 및 가구원(일반가구) - 시군구,인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JC1515&conn_path=I2
성 및 연령별 1인가구,11,405,DT_405001_H187,가구 내 미디어 이용시 염려 내용,한국미디어패널조사,정보통신정책연구원,2021,2025,MT_ZTITLE,N1_34_001_001_004_001,https://kosis.kr/statHtml/statHtml.do?orgId=405&tblId=DT_405001_H187&conn_path=I2
성 및 연령별 1인가구,12,101,DT_1JC1502,가구원수별 가구 - 읍면동,인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JC1502&conn_path=I2
성 및 연령별 1인가구,13,101,DT_1JU1502,"거처의 종류별 거처, 가구, 가구원 - 시군구",주택총조사,국가데이터처,2015,2024,MT_ZTITLE,H21_2015_1_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JU1502&conn_path=I2
성 및 연령별 1인가구,14,110,DT_11029N_225,행정서비스 이용 시 이용 방법_ 사망신고 및 상속,전자정부서비스이용실태조사,행정안전부,2016,2024,MT_ZTITLE,110_11029_N004,https://kosis.kr/statHtml/statHtml.do?orgId=110&tblId=DT_11029N_225&conn_path=I2
성 및 연령별 1인가구,15,101,DT_1IN1502,"인구, 가구 및 주택 읍면동(연도 끝자리 0, 5), 시군구(그 외 연도)",인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A11_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1IN1502&conn_path=I2
성 및 연령별 1인가구,16,101,DT_1IN2010,"성, 세대구성 및 연령별 고령자 - 시군구",인구총조사,국가데이터처,2020,2024,MT_ZTITLE,A11_2015_1_10_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1IN2010&conn_path=I2
성 및 연령별 1인가구,17,101,DT_1JC1520,세대구성 및 거처의 종류별 가구(일반가구) - 시군구,인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A12_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1JC1520&conn_path=I2
성 및 연령별 1인가구,18,101,DT_1IN1509,"성, 연령 및 세대구성별 인구 - 시군구",인구총조사,국가데이터처,2015,2024,MT_ZTITLE,A11_2015_1_10_10,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1IN1509&conn_path=I2
성 및 연령별 1인가구,19,114,DT_114036_2024_C016,성평등 교육 경험 및 향후 참여 의향,여성농업인실태조사,농림축산식품부,2023,2023,MT_ZTITLE,K1_30_001_003,https://kosis.kr/statHtml/statHtml.do?orgId=114&tblId=DT_114036_2024_C016&conn_path=I2
성 및 연령별 1인가구,20,110,DT_11029N_180,행정서비스 이용 시 향후 희망 이용 방법_ 소득세 신고,전자정부서비스이용실태조사,행정안전부,2014,2024,MT_ZTITLE,110_11029_N004,https://kosis.kr/statHtml/statHtml.do?orgId=110&tblId=DT_11029N_180&conn_path=I2
사회적 관계망,1,438,DT_438001_AC0161,사회적 관계망,장애인삶패널조사,한국장애인개발원,2022,2024,MT_ZTITLE,D3_003_001_003,https://kosis.kr/statHtml/statHtml.do?orgId=438&tblId=DT_438001_AC0161&conn_path=I2
사회적 관계망,2,101,DT_1SSSP041R,사회적 관계망 (13세 이상 인구),사회조사,국가데이터처,2009,2025,MT_ZTITLE,D21D_2009,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSSP041R&conn_path=I2
사회적 관계망,3,101,DT_1SSSP045R,사회적 관계망-일 평균 교류현황 (13세 이상 인구),사회조사,국가데이터처,2019,2025,MT_ZTITLE,D21D_2009,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSSP045R&conn_path=I2
사회적 관계망,4,129,DT_129001_B010,인권침해·차별이 발생하기 쉬운 상황,인권의식실태조사,국가인권위원회,2019,2025,MT_ZTITLE,B_2_002,https://kosis.kr/statHtml/statHtml.do?orgId=129&tblId=DT_129001_B010&conn_path=I2
사회적 관계망,5,129,DT_129001_C005,혐오표현을 접하게 된 경로,인권의식실태조사,국가인권위원회,2019,2025,MT_ZTITLE,B_2_003,https://kosis.kr/statHtml/statHtml.do?orgId=129&tblId=DT_129001_C005&conn_path=I2
사회적 관계망,6,101,DT_2019_112_1TM3079X,ICT 기기 사용 평균 시간,생활시간조사,국가데이터처,2019,2024,MT_ZTITLE,B_9_001_010,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2019_112_1TM3079X&conn_path=I2
사회적 관계망,7,101,DT_2019_113_1TM3080X,ICT 기기 사용자 구성비,생활시간조사,국가데이터처,2019,2024,MT_ZTITLE,B_9_001_010,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2019_113_1TM3080X&conn_path=I2
사회적 관계망,8,101,DT_2024_001_1TM0002X,고령자 돌봄필요 여부별 평균시간(65세이상),생활시간조사,국가데이터처,2024,2024,MT_ZTITLE,B_9_001_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2024_001_1TM0002X&conn_path=I2
사회적 관계망,9,101,DT_2024_002_1TM0002X,고령자 돌봄필요 여부별 행위자비율(65세이상),생활시간조사,국가데이터처,2024,2024,MT_ZTITLE,B_9_001_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2024_002_1TM0002X&conn_path=I2
사회적 관계망,10,101,DT_2024_003_1TM0002X,고령자 돌봄필요 여부별 행위자평균시간(65세이상),생활시간조사,국가데이터처,2024,2024,MT_ZTITLE,B_9_001_003,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2024_003_1TM0002X&conn_path=I2
사회적 관계망,11,101,DT_2024_001_1TM0003X,고령자 취업여부별 평균시간(65세이상),생활시간조사,국가데이터처,2024,2024,MT_ZTITLE,B_9_001_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2024_001_1TM0003X&conn_path=I2
사회적 관계망,12,101,DT_2024_002_1TM0003X,고령자 취업여부별 행위자비율(65세이상),생활시간조사,국가데이터처,2024,2024,MT_ZTITLE,B_9_001_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2024_002_1TM0003X&conn_path=I2
사회적 관계망,13,101,DT_2024_003_1TM0003X,고령자 취업여부별 행위자평균시간(65세이상),생활시간조사,국가데이터처,2024,2024,MT_ZTITLE,B_9_001_003,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2024_003_1TM0003X&conn_path=I2
사회적 관계망,14,101,DT_1TS202025,농가·비농가별 평균시간,생활시간조사,국가데이터처,1999,2024,MT_ZTITLE,B_9_002_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1TS202025&conn_path=I2
사회적 관계망,15,101,DT_1TS202026,농가·비농가별 행위자비율,생활시간조사,국가데이터처,1999,2024,MT_ZTITLE,B_9_002_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1TS202026&conn_path=I2
사회적 관계망,16,101,DT_1TS202027,농가·비농가별 행위자평균시간,생활시간조사,국가데이터처,1999,2024,MT_ZTITLE,B_9_002_003,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1TS202027&conn_path=I2
사회적 관계망,17,101,DT_2019_049_1TM1091X,"농림어가, 비농림어가별 평균시간",생활시간조사,국가데이터처,2019,2024,MT_ZTITLE,B_9_001_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2019_049_1TM1091X&conn_path=I2
사회적 관계망,18,101,DT_2019_050_1TM1092X,"농림어가, 비농림어가별 행위자비율",생활시간조사,국가데이터처,2019,2024,MT_ZTITLE,B_9_001_002,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2019_050_1TM1092X&conn_path=I2
사회적 관계망,19,101,DT_2019_051_1TM1093X,"농림어가, 비농림어가별 행위자평균시간",생활시간조사,국가데이터처,2019,2024,MT_ZTITLE,B_9_001_003,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2019_051_1TM1093X&conn_path=I2
사회적 관계망,20,101,DT_2019_064_1TM1C81X,돌봄·비돌봄 가구별 평균시간,생활시간조사,국가데이터처,2019,2024,MT_ZTITLE,B_9_001_001,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_2019_064_1TM1C81X&conn_path=I2
사회조사 사회적 관계망,1,101,DT_1SSCV032R,"사회적 관계망 변화(가족 외 친인척, 13세 이상 인구)",사회조사,국가데이터처,2021,2021,MT_ZTITLE,B_7_D220,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSCV032R&conn_path=I2
사회조사 사회적 관계망,2,101,DT_1SSCV031R,"사회적 관계망 변화(가족, 13세 이상 인구)",사회조사,국가데이터처,2021,2021,MT_ZTITLE,B_7_D220,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSCV031R&conn_path=I2
사회조사 사회적 관계망,3,101,DT_1SSCV038R,"사회적 관계망 변화(그 밖의 알고 지내는 사람, 13세 이상 인구)",사회조사,국가데이터처,2021,2021,MT_ZTITLE,B_7_D220,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSCV038R&conn_path=I2
사회조사 사회적 관계망,4,101,DT_1SSCV035R,"사회적 관계망 변화(동료(직장이나 학교), 13세 이상 인구)",사회조사,국가데이터처,2021,2021,MT_ZTITLE,B_7_D220,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSCV035R&conn_path=I2
사회조사 사회적 관계망,5,101,DT_1SSCV033R,"사회적 관계망 변화(이웃, 13세 이상 인구)",사회조사,국가데이터처,2021,2021,MT_ZTITLE,B_7_D220,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSCV033R&conn_path=I2
사회조사 사회적 관계망,6,101,DT_1SSCV034R,"사회적 관계망 변화(절친한 친구, 13세 이상 인구)",사회조사,국가데이터처,2021,2021,MT_ZTITLE,B_7_D220,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSCV034R&conn_path=I2
사회조사 사회적 관계망,7,101,DT_1SSCV037R,"사회적 관계망 변화(종교 단체 구성원, 13세 이상 인구)",사회조사,국가데이터처,2021,2021,MT_ZTITLE,B_7_D220,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSCV037R&conn_path=I2
사회조사 사회적 관계망,8,101,DT_1SSCV036R,"사회적 관계망 변화(취미활동 단체 회원, 13세 이상 인구)",사회조사,국가데이터처,2021,2021,MT_ZTITLE,B_7_D220,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1SSCV036R&conn_path=I2
사회조사 사회적 관계망,9,437,DT_43701N_190,도움 받을 수 있는 주변 인물 유무 및 인원 수,북한이탈주민실태조사,북한이탈주민지원재단(남북하나재단),2017,2025,MT_ZTITLE,D2_437001_007,https://kosis.kr/statHtml/statHtml.do?orgId=437&tblId=DT_43701N_190&conn_path=I2
사회조사 사회적 관계망,10,437,DT_43701N_189,인간관계 만족도,북한이탈주민실태조사,북한이탈주민지원재단(남북하나재단),2019,2025,MT_ZTITLE,D2_437001_007,https://kosis.kr/statHtml/statHtml.do?orgId=437&tblId=DT_43701N_189&conn_path=I2
사회조사 사회적 관계망,11,437,DT_43701N_194,차별/무시당한 경험 및 이유,북한이탈주민실태조사,북한이탈주민지원재단(남북하나재단),2017,2025,MT_ZTITLE,D2_437001_007,https://kosis.kr/statHtml/statHtml.do?orgId=437&tblId=DT_43701N_194&conn_path=I2
사회조사 사회적 관계망,12,437,DT_43701N_193,어려운 상황에서 가장 의지되는 사람,북한이탈주민실태조사,북한이탈주민지원재단(남북하나재단),2017,2019,MT_ZTITLE,D2_437001_007,https://kosis.kr/statHtml/statHtml.do?orgId=437&tblId=DT_43701N_193&conn_path=I2
사회조사 사회적 관계망,13,129,DT_129001_B010,인권침해·차별이 발생하기 쉬운 상황,인권의식실태조사,국가인권위원회,2019,2025,MT_ZTITLE,B_2_002,https://kosis.kr/statHtml/statHtml.do?orgId=129&tblId=DT_129001_B010&conn_path=I2
사회조사 사회적 관계망,14,154,DT_MOGE_3000400129_2025_1,중앙행정기관 위원회별 여성참여 현황,중앙행정기관및지방자치단체소속위원회여성참여현황,성평등가족부,2025,2025,MT_ZTITLE,B_17,https://kosis.kr/statHtml/statHtml.do?orgId=154&tblId=DT_MOGE_3000400129_2025_1&conn_path=I2
사회조사 사회적 관계망,15,154,DT_MOGE_3000400129_2025_2,중앙행정기관 위원회별 여성참여 현황,중앙행정기관및지방자치단체소속위원회여성참여현황,성평등가족부,2025,2025,MT_ZTITLE,B_17,https://kosis.kr/statHtml/statHtml.do?orgId=154&tblId=DT_MOGE_3000400129_2025_2&conn_path=I2
사회조사 사회적 관계망,16,101,INH_DT_1K52F05_32,강원도·산업·대표자성별 사업체수,전국사업체조사,국가데이터처,2020,2024,MT_ZTITLE,211_21103_A_11,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=INH_DT_1K52F05_32&conn_path=I2
사회조사 사회적 관계망,17,101,INH_DT_1K52F07_32,강원도·산업·대표자연령대별 사업체수,전국사업체조사,국가데이터처,2020,2024,MT_ZTITLE,211_21103_A_11,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=INH_DT_1K52F07_32&conn_path=I2
사회조사 사회적 관계망,18,101,INH_DT_1K52F01_32,"강원도·산업·사업체구분별 사업체수, 종사자수",전국사업체조사,국가데이터처,2020,2024,MT_ZTITLE,211_21103_A_11,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=INH_DT_1K52F01_32&conn_path=I2
사회조사 사회적 관계망,19,101,INH_DT_1K52F02_32,"강원도·산업·조직형태별 사업체수, 종사자수",전국사업체조사,국가데이터처,2020,2024,MT_ZTITLE,211_21103_A_11,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=INH_DT_1K52F02_32&conn_path=I2
사회조사 사회적 관계망,20,101,INH_DT_1K52F04_32,강원도·산업·종사상지위별 종사자수,전국사업체조사,국가데이터처,2020,2024,MT_ZTITLE,211_21103_A_11,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=INH_DT_1K52F04_32&conn_path=I2
